城市,区域,公司全名,公司简称,公司规模,融资阶段,职位名称,工资,工作经验,学历要求,职位福利,行业,发布时间
北京,朝阳区,达令心潮（北京）商贸有限公司,达令家,150-500人,D轮及以上,高级数据分析师,20k-30k,3-5年,本科,技术大牛，办公环境优越,电商,2019/8/14 12:19
北京,朝阳区,国美金控投资有限公司,国美金控,2000人以上,未融资,数据分析师(J10444),15k-25k,1-3年,本科,信贷 数据分析,金融,2019/8/9 10:13
北京,朝阳区,北京凤凰理理它信息技术有限公司,凤凰金融,500-2000人,A轮,数据分析与管理,15k-30k,3-5年,本科,七险一金 绩效奖金 15天假期 福利多多,金融,2019/7/31 14:06
北京,朝阳区,北京区块节点科技有限公司,区块节点,50-150人,不需要融资,资深数据分析师,20k-40k,3-5年,本科,绩效奖金 年底多薪 弹性工时,移动互联网,2019/8/8 15:52
北京,朝阳区,北京三快在线科技有限公司,美团点评,2000人以上,上市公司,数据分析师,30k-40k,5-10年,本科,知名互联网平台,消费生活,2019/7/30 11:48
北京,朝阳区,上海欧拉网络技术有限公司,欧拉网络,50-150人,C轮,数据分析师,20k-40k,5-10年,本科,"发展空间,绩效奖金,福利完善,简单开放",移动互联网,2019/7/23 17:25
北京,朝阳区,北京凤凰理理它信息技术有限公司,凤凰金融,500-2000人,A轮,数据分析,20k-30k,3-5年,本科,七险一金；周末双休；坏境优美；,金融,2019/7/29 10:53
北京,朝阳区,北京链家房地产经纪有限公司,北京链家,2000人以上,不需要融资,数据分析专员-人力资源,8k-12k,不限,本科,大平台,房产家居,2019/8/14 9:47
北京,朝阳区,厦门能量派信息科技有限公司,笔记侠,15-50人,A轮,数据分析专员,7k-10k,1年以下,本科,公司资源，发展前景，加班少,移动互联网,2019/8/9 18:15
北京,朝阳区,时趣互动（北京）科技有限公司,时趣social-touch,500-2000人,D轮及以上,数据分析师,12k-17k,3-5年,硕士,带薪年假，发展潜力大,移动互联网,2019/7/29 13:36
北京,朝阳区,深圳瑞银信信息技术有限公司,瑞银信,2000人以上,不需要融资,数据分析经理,20k-30k,3-5年,本科,五险一金，餐补，交通便利，环境高大上,"移动互联网,金融",2019/8/14 8:56
北京,朝阳区,完美世界（北京）软件科技发展有限公司,完美世界,2000人以上,上市公司,数据分析师,30k-60k,3-5年,硕士,核心项目 汇报给董事长,"移动互联网,游戏",2019/7/19 12:24
北京,朝阳区,百融云创科技股份有限公司,百融云创,500-2000人,C轮,数据分析实习生,3k-6k,应届毕业生,本科,"弹性工作,福利多多,环境氛围好,大牛带",金融,2019/8/14 10:04
北京,朝阳区,北京三快在线科技有限公司,美团点评,2000人以上,上市公司,数据分析师（业务支持）,10k-15k,1-3年,本科,大平台 成长快,消费生活,2019/7/31 19:19
北京,朝阳区,北京五八到家信息技术有限公司,58到家,2000人以上,D轮及以上,资深数据分析师,30k-45k,5-10年,本科,"近地铁,扁平化,前景好,弹性时间",消费生活,2019/8/12 11:30
北京,朝阳区,北京三快在线科技有限公司,美团点评,2000人以上,上市公司,数据分析师,15k-30k,3-5年,本科,发展空间大,消费生活,2019/7/31 19:19
北京,朝阳区,光合新知（北京）科技有限公司,洋葱数学,500-2000人,D轮及以上,高级数据分析师,18k-30k,3-5年,本科,"早午餐,15天年假,六险一金,弹性工作",教育,2019/8/14 9:55
北京,朝阳区,普信恒业科技发展（北京）有限公司,宜信,2000人以上,上市公司,数据分析师,15k-25k,1-3年,本科,平台大、六险一金、老板好,金融,2019/7/26 18:40
北京,朝阳区,便利蜂商贸有限公司,便利蜂,2000人以上,不需要融资,数据分析师,20k-25k,3-5年,本科,五险一金 弹性工作 发展空间 年终多薪,消费生活,2019/7/29 20:50
北京,朝阳区,北京蚂蜂窝网络科技有限公司,马蜂窝,500-2000人,D轮及以上,数据分析师 (MJ000885),15k-25k,1-3年,不限,公司核心交易部门,旅游,2019/7/23 10:36
北京,朝阳区,北京海智创鑫科技有限公司,海智创鑫,50-150人,不需要融资,数据分析经理,25k-45k,3-5年,本科,"快速发展,年底多薪,九险一金",其他,2019/8/9 10:36
北京,朝阳区,便利蜂商贸有限公司,便利蜂,2000人以上,不需要融资,数据分析经理,20k-40k,不限,本科,五险一金，福利年假，周末双休，创业公司,消费生活,2019/8/6 20:18
北京,朝阳区,北京易梦缘科技有限公司,易梦缘,50-150人,不需要融资,数据分析经理,20k-30k,5-10年,本科,五险一金，公司前景好，团队团结友爱,"电商,移动互联网",2019/8/13 16:24
北京,朝阳区,久远谦长（北京）技术服务有限公司,久谦咨询,50-150人,未融资,数据分析师,10k-20k,1-3年,本科,薪资优厚，福利好,"企业服务,数据服务",2019/7/26 10:37
北京,朝阳区,北京自如友家资产管理有限公司,自如网,2000人以上,A轮,数据分析主管,15k-25k,3-5年,本科,租房优惠 六险一金 绩效奖金 免费体检,房产家居,2019/8/14 15:25
北京,朝阳区,北京爱家营企业管理有限公司,相寓,2000人以上,未融资,数据分析专员,7k-14k,不限,本科,"数据分析,大数据,运营管理,集团总部","移动互联网,电商",2019/8/6 16:57
北京,朝阳区,精硕科技（北京）股份有限公司,AdMaster,2000人以上,不需要融资,数据分析师-北京,6k-8k,不限,本科,"六险一金,带薪年假,餐补,年终奖",数据服务,2019/8/2 19:20
北京,朝阳区,震坤行工业超市（上海）有限公司,震坤行,500-2000人,D轮及以上,高级数据分析师,18k-30k,5-10年,本科,平台发展前景好,电商,2019/8/14 18:35
北京,朝阳区,北京三快在线科技有限公司,美团点评,2000人以上,上市公司,服务体验部-资深数据分析师,15k-24k,3-5年,本科,稳定平台大发展,消费生活,2019/8/14 11:21
北京,朝阳区,北京小唱科技有限公司,唱吧-时尚的手机KTV,150-500人,D轮及以上,资深数据分析师,25k-35k,5-10年,本科,业务发展快速 团队氛围好 双休,"移动互联网,游戏",2019/8/13 10:26
北京,朝阳区,北京多知科技有限公司,考虫网,150-500人,D轮及以上,高级数据分析师,18k-35k,5-10年,本科,扁平化管理，氛围轻松,教育,2019/8/14 10:05
北京,朝阳区,广州数说故事信息科技有限公司,DataStory,150-500人,B轮,数据分析经理,15k-20k,3-5年,本科,"周末双休,五险一金,下午茶,活动多",数据服务,2019/8/14 16:30
北京,朝阳区,光合新知（北京）科技有限公司,洋葱数学,500-2000人,D轮及以上,高级数据分析师,15k-30k,3-5年,本科,不打卡 提供三餐 15天年假,教育,2019/8/13 17:51
北京,朝阳区,瑞庭网络技术（上海）有限公司,安居客,500-2000人,上市公司,高级数据分析师,18k-28k,1-3年,本科,绩效奖金 弹性工时 免费班车 综合补助,移动互联网,2019/8/14 18:55
北京,朝阳区,北京千橡网景科技发展有限公司,人人公司,2000人以上,上市公司,数据分析工程师,15k-25k,3-5年,本科,大牛云集、季度奖金、弹性上班、班车,"社交,金融",2019/8/14 18:46
北京,朝阳区,北京三快在线科技有限公司,美团点评,2000人以上,上市公司,【外卖】产品运营-数据分析方向,15k-30k,3-5年,本科,发展空间大,消费生活,2019/8/12 11:38
北京,朝阳区,探探科技（北京）有限公司,探探,150-500人,D轮及以上,数据分析实习生,2k-4k,不限,本科,五险一金，大牛带队，免费三餐，转正机会,"移动互联网,社交",2019/8/14 20:01
北京,朝阳区,车好多旧机动车经纪（北京）有限公司,车好多集团,2000人以上,D轮及以上,BI数据分析师/数据分析专家/数据分析高级专家,25k-50k,3-5年,本科,"奖金多,股票期权,团队好,领导好",消费生活,2019/8/14 19:49
北京,朝阳区,北京锋巢信息技术有限公司,锋巢科技,150-500人,不需要融资,数据分析专员,10k-15k,不限,本科,弹性工作时间 发展空间,"移动互联网,电商",2019/8/14 19:27
北京,朝阳区,光合新知（北京）科技有限公司,洋葱数学,500-2000人,D轮及以上,高级数据分析师,18k-25k,3-5年,本科,免费三餐 15天年假 六险一金 不打卡,教育,2019/8/14 20:34
北京,朝阳区,北京三快在线科技有限公司,美团点评,2000人以上,上市公司,【外卖配送】数据分析专家,15k-25k,5-10年,本科,大平台，团队氛围好,消费生活,2019/8/14 9:58
北京,朝阳区,大鱼快乐有限公司,阿里文娱,2000人以上,上市公司,资深数据分析师,25k-35k,5-10年,本科,阿里平台，优秀团队，发展前景，福利待遇,"文娱丨内容,移动互联网",2019/8/14 10:32
北京,朝阳区,便利蜂商贸有限公司,便利蜂,2000人以上,不需要融资,业务数据分析师,30k-50k,3-5年,本科,业务核心部门，扁平沟通机制,消费生活,2019/8/5 2:46
北京,朝阳区,北京陌陌科技有限公司,陌陌,500-2000人,上市公司,【2020校招】数据分析工程师,15k-25k,应届毕业生,本科,福利待遇好，发展前景好,社交,2019/7/26 10:36
北京,朝阳区,北京蚂蜂窝网络科技有限公司,马蜂窝,500-2000人,D轮及以上,呼叫中心-数据分析师（专家岗）,15k-30k,5-10年,不限,公司核心交易部门,旅游,2019/7/16 16:24
北京,朝阳区,上海触乐信息科技有限公司,触宝,500-2000人,上市公司,高级数据分析师,20k-40k,1-3年,本科,"10亿用户量,美资上市公司","移动互联网,数据服务",2019/8/14 14:07
北京,朝阳区,中信百信银行股份有限公司,百信银行,150-500人,不需要融资,高级数据分析师,30k-50k,5-10年,本科,"金融互联网,发展空间,合作团队,大牛多",金融,2019/7/29 13:58
北京,朝阳区,普信恒业科技发展（北京）有限公司,宜信,2000人以上,上市公司,数据分析主管（业务分析）,12k-20k,3-5年,本科,六险一金 行业领军 培训 超长带薪年假,金融,2019/7/16 9:59
北京,朝阳区,北京云杉世界信息技术有限公司,美菜网,2000人以上,D轮及以上,数据分析师,10k-20k,3-5年,硕士,五险一金,电商,2019/8/14 11:39
北京,朝阳区,同程网络科技股份有限公司,同程艺龙,2000人以上,上市公司,高级/资深数据分析师,15k-30k,3-5年,本科,"六险一金,扁平化管理,朝阳行业",旅游,2019/8/14 11:01
北京,朝阳区,达令心潮（北京）商贸有限公司,达令家,150-500人,D轮及以上,高级数据分析师,25k-35k,5-10年,本科,六险一金、优厚薪资、年度体检、内购会,电商,2019/8/14 14:00
北京,朝阳区,北京大米未来科技有限公司,VIPKID,2000人以上,D轮及以上,高级数据分析师,20k-38k,5-10年,本科,"公司平台好,大牛领导,餐补房补",教育,2019/8/12 20:41
北京,朝阳区,精硕科技（北京）股份有限公司,AdMaster,2000人以上,不需要融资,数据分析师-社会化媒体-北京,6k-8k,不限,本科,发展空间大、福利待遇各项补贴、专业性高,数据服务,2019/8/7 10:07
北京,朝阳区,致美纷享（北京）科技有限公司,Plum,150-500人,B轮,高级数据分析师,25k-35k,5-10年,本科,技术大牛多 职位空间大 成长快,"电商,消费生活",2019/8/14 14:03
北京,朝阳区,北京尚德在线教育科技有限公司,尚德机构,2000人以上,上市公司,数据分析总监,30k-60k,5-10年,本科,带薪年假 下午茶 绩效奖金,教育,2019/8/5 18:50
北京,朝阳区,北京乐纯悠品食品科技有限公司,乐纯酸奶,150-500人,D轮及以上,数据分析专员,15k-30k,3-5年,本科,五险一金 周末双休 包吃 弹性工作,消费生活,2019/8/5 13:43
北京,朝阳区,北京墨迹风云科技股份有限公司,墨迹天气,150-500人,不需要融资,数据分析专家,25k-35k,5-10年,本科,"5亿用户,六险一金",工具,2019/8/9 10:47
北京,朝阳区,北京数美时代科技有限公司,数美,150-500人,B轮,数据分析师（校招）,10k-20k,应届毕业生,本科,快速发展，七险一金、薪酬给力，大牛导师,"企业服务,数据服务",2019/8/14 18:04
北京,朝阳区,北京健康之家科技有限公司,水滴公司,2000人以上,C轮,高级数据分析师,20k-35k,5-10年,本科,"14薪,五险一金,晋升快,扁平管理","移动互联网,医疗丨健康",2019/8/13 11:25
北京,朝阳区,北京三快在线科技有限公司,美团点评,2000人以上,上市公司,数据分析主管,15k-30k,3-5年,本科,大平台 成长空间大,消费生活,2019/7/31 19:19
北京,朝阳区,贝天姆网络科技（杭州）有限公司,Paytm,2000人以上,不需要融资,数据分析专家,20k-35k,5-10年,本科,技术硬，环境佳，近地铁，独角兽背景,"电商,移动互联网",2019/7/25 9:53
北京,朝阳区,北京品友互动信息技术股份公司,品友互动,500-2000人,D轮及以上,数据分析专员-BJ,8k-14k,1-3年,本科,高密度优秀人才 扁平开放 发展空间大,"移动互联网,广告营销",2019/8/14 15:25
北京,朝阳区,重庆薛家庄旅游开发有限公司,薛家庄旅游开发,50-150人,不需要融资,数据分析总监,40k-70k,10年以上,本科,公司发展好 实力强,"旅游,文娱丨内容",2019/7/30 9:49
北京,朝阳区,阳光保险集团股份有限公司,阳光产险信保事业部,2000人以上,不需要融资,数据分析决策岗（风险管理部）,15k-25k,3-5年,本科,"上升空间大,同事牛人多,薪酬福利好",金融,2019/8/14 16:43
北京,朝阳区,车好多旧机动车经纪（北京）有限公司,车好多集团,2000人以上,D轮及以上,数据分析专家,23k-32k,5-10年,本科,全链条、贴业务,消费生活,2019/7/22 17:19
北京,朝阳区,时趣互动（北京）科技有限公司,时趣social-touch,500-2000人,D轮及以上,高级数据分析师,10k-20k,3-5年,本科,弹性工作 免费咖啡 平台好 发展空间,移动互联网,2019/8/14 11:21
北京,朝阳区,行吟信息科技（上海）有限公司,小红书,500-2000人,D轮及以上,数据分析实习生,2k-4k,应届毕业生,本科,数据分析,消费生活,2019/8/9 17:19
北京,朝阳区,同程网络科技股份有限公司,同程艺龙,2000人以上,上市公司,数据分析工程师,15k-25k,3-5年,本科,福利待遇、发展空间、15-18薪,旅游,2019/7/30 14:33
北京,朝阳区,北京春雨听雷网络科技有限公司,papitube,50-150人,A轮,数据分析专员,9k-11k,不限,本科,福利待遇佳，发展前景好,"文娱丨内容,移动互联网",2019/8/9 18:50
北京,朝阳区,中信联合云科技有限责任公司,云科技,150-500人,不需要融资,数据分析专员,6k-12k,1-3年,本科,扁平管理 六险两金 各种补助,"移动互联网,文娱丨内容",2019/8/7 22:11
北京,朝阳区,北京百乘金科科技有限公司,百乘金科集团,2000人以上,上市公司,数据分析专员,8k-10k,1-3年,本科,"地铁周边,节日福利,年终奖金,晋升空间",金融,2019/7/25 9:44
北京,朝阳区,北京蜜莱坞网络科技有限公司,映客,500-2000人,上市公司,高级数据分析师／Leader,25k-35k,5-10年,本科,快速发展 团队氛围好,文娱丨内容,2019/8/9 17:30
北京,朝阳区,北京小牛互联科技有限公司,小牛互联,15-50人,不需要融资,数据分析专员,8k-15k,1-3年,本科,"扁平管理,年度旅游,地铁周边,公司氛围好",移动互联网,2019/7/29 14:03
北京,朝阳区,北京百炼智能科技有限公司,百炼智能,15-50人,天使轮,高级数据分析师,14k-24k,3-5年,本科,绩效奖金、弹性工作、大牛带队、七险一金,"移动互联网,人工智能",2019/8/7 18:31
北京,朝阳区,重庆薛家庄旅游开发有限公司,薛家庄旅游开发,50-150人,不需要融资,数据分析总监(北京),45k-60k,10年以上,本科,大数据方向,"旅游,文娱丨内容",2019/7/30 9:49
